abs_ts,a,b,c,n_used
9800,0.2339912795033771,0.00442259216622358,0.14106390445053257,8
9900,0.23890572567501497,0.0036050836932168483,0.13719577035837147,10
10000,0.23399427779586937,0.0044227643156836615,0.14106214838517564,8
10100,0.23354893673628577,0.005776322643648156,0.14029928531225866,8
10200,0.23399716618295557,0.0044225556935383525,0.14106040591165828,8
10300,0.23402648537199255,0.0008511397057726848,0.14373509212450689,8
10400,0.24438265028329256,-0.052272472766186615,0.1758858599126944,10
10500,0.23438526604350088,0.00449821898814568,0.14088439921104262,8
10600,0.23526779338941203,0.0016655810057669108,0.1424857816429973,8
10700,0.2347582875035811,0.00550925131684967,0.13992957464679479,8
10800,0.23417194852217774,0.004538812637838988,0.14101217102761668,8
10900,0.2345368707760982,0.0033793764582292296,0.1416545306210808,8
11000,0.23456238287819484,0.0021972064247903853,0.1425209252143905,8
11100,0.23453989582049545,0.003379984154752559,0.14165221428586017,8
11200,0.23389910684577844,0.004781451250097827,0.14100102085111396,8
11300,0.23390050181967909,0.004781941885456357,0.14099991913341398,8
11400,0.23595521236479944,-0.007593032759486541,0.14927051397965277,9
11500,0.2353998693142583,-0.007550549853917787,0.14959851229847101,9
11600,0.23423305357202961,0.0027173034552128257,0.14234006580127814,8
11700,0.23423468107759038,0.0027175645029337368,0.1423387478490093,8
11800,0.2348287368327088,0.0031363951397912772,0.1416544378517983,8
11900,0.23513901428460118,0.004355886958737312,0.1405575359193143,8
12000,0.23464945119755293,0.0018945934261933581,0.142731176755734,8
12100,0.23440335568922177,-0.0002109555973866754,0.14445958033481238,8
12200,0.23483470695727535,-0.007900313315974952,0.15022006046165154,9
12300,0.23276140361550218,0.008827214089421808,0.13864241012995407,8
12400,0.23483765485488406,-0.007900301169827059,0.1502181327317527,9
12500,0.23239963837944116,0.009998916062075754,0.13798826251393553,8
12600,0.23084443474031893,0.013444870143273427,0.13633364223874353,8
12700,0.23299671986820888,0.00824739349482322,0.13893435392918524,8
12800,0.2344137567892043,-0.00021100635294235066,0.14445323467745075,8
12900,0.23277017275688214,0.008826867344848909,0.13863770062113753,8
13000,0.23277170281796744,0.008827186814293302,0.1386364038422771,8
13100,0.23464062302342412,-0.0007972361485715564,0.14475915426868216,8
13200,0.23549259271995904,-0.007921807022914012,0.1498301541762859,9
13300,0.23494720506484262,0.001651320426051549,0.142727400959282,8
13400,0.23512550854748135,-0.008141009311114859,0.15019264036100707,9
13500,0.24567861069589583,-0.022120872724823718,0.15080406796534204,10
13600,0.23413611069307388,0.0008037871691377973,0.14386720356434854,8
13700,0.2312053116230458,0.010622169484007885,0.13825064725506225,8
13800,0.23547502899223557,-0.008226591889447424,0.15000448747899106,9
13900,0.23412464950015147,0.003133564663737516,0.1421298692833479,8
14000,0.23285137367352077,0.0073767524439970564,0.1397046919043875,8
14100,0.23414353801103352,0.0008040374209974588,0.14386239677769208,8
14200,0.2331517125108024,0.005342440395530637,0.14104444052644538,8
14300,0.23414652887569398,0.0008039851362855376,0.14386046489977164,8
14400,0.23315459699652424,0.005342276585848898,0.14104268595222463,8
14500,0.23381218852392283,0.004271634381790415,0.14146518465643276,8
14600,0.2347821460060273,0.0017764167560625598,0.14287499154147892,8
14700,0.23576902056549576,-0.007875637187847765,0.149768745508385,9
14800,0.23381647794565671,0.0042717383529604505,0.14146248515297363,8
14900,0.23288120801401752,0.0050525426862943305,0.1414255843807848,8
15000,0.2331633125123874,0.005342504231462406,0.1410372851593376,8
15100,0.24361705881774195,-0.05165402356455213,0.17580016941458976,10
15200,0.23048741019234295,0.020926849063898936,0.1310102490506678,8
15300,0.23351977100811316,0.006035004560128697,0.1404270941903118,8
15400,0.231220626405134,0.013195229613027316,0.13630163477667248,8
15500,0.2340370367220309,-0.007459907914940419,0.15066839547324093,9
15600,0.23352416057256264,0.006034561561575974,0.14042475983613495,8
15700,0.2340399248571303,-0.007460001096486198,0.1506664737646301,9
15800,0.23404152504019882,-0.007459945873234271,0.15066550051286906,9
15900,0.23578671399587367,-0.007875611747220514,0.14975749473306324,9
16000,0.23383406919893318,0.004271398863251347,0.14145209573453718,8
16100,0.2333713096772099,-0.007559340890178126,0.15102496766680265,9
16200,0.2341743974147568,0.0008038379223751521,0.14384355878406907,8
16300,0.23190557251237293,0.005881170937141522,0.14141456715370065,8
16400,0.23579403727691303,-0.007875557343780131,0.1497529759656955,9
16500,0.2341956399948872,0.0016816112489177056,0.14320927060081043,8
16600,0.23384274264449434,0.004271209804309836,0.14144694036084784,8
16700,0.23491075635878145,-0.008108108392852498,0.1503585369719981,9
16800,0.23289220038597064,0.007376463650254842,0.13968040985045707,8
16900,0.2341844899266948,0.000803597994089167,0.14383757922855545,8
17000,0.24598695872163492,-0.022147940515860626,0.15078098625066935,10
17100,0.23289652684119247,0.007376654846755577,0.13967773999118546,8
17200,0.2342896824141026,0.008221963758488318,0.13784905505902528,9
17300,0.23491956817994186,-0.008108213974553075,0.15035289570465485,9
17400,0.2351843960005879,-0.008140991103484948,0.15015506809017537,9
17500,0.23290240760935396,0.007376661652380113,0.13967427232014298,8
17600,0.23555745969610642,-0.007921793020136611,0.14978893599217244,9
17700,0.23491449187306598,-0.008155173981275644,0.15034387301579563,9
17800,0.2341818034663658,0.00313364827158949,0.14209527962118496,8
17900,0.23479826031551027,-0.00011514127325929197,0.1441740954656888,8
18000,0.23284450197994203,0.00882735058623649,0.1385928480981036,8
18100,0.2341214622444813,0.004598703803585578,0.1410020076295766,8
18200,0.23386083611623,0.0036694414518428065,0.14185903445960066,8
18300,0.23502073199514603,0.0016511571713387861,0.1426829344060426,8
18400,0.2350221754211417,0.00165079449246627,0.1426821730970198,8
18500,0.23086533187816513,0.014246814693920284,0.13569805774403262,8
18600,0.23408314258735868,0.004799345012301016,0.14085202104423658,8
18700,0.23151721365841213,0.010762878389959197,0.13793135217661612,8
18800,0.23502798074470183,0.001650668527873852,0.14267878490107375,8
18900,0.23489949560281884,-0.007718308573581941,0.15003389627310362,9
19000,0.23406022226556192,0.0024198112505913155,0.14266492535190192,8
19100,0.23465129090967787,-0.007986354443614358,0.1503840988191016,9
19200,0.23352738243716264,0.0036648344974365673,0.14206651659274397,8
19300,0.2332266169130996,0.00766136462139224,0.13923066617480057,8
19400,0.24141676095509143,-0.04992625441342913,0.17656755598928842,10
19500,0.23322951210200313,0.007661458698027239,0.13922906112887065,8
19600,0.23404707212873846,0.006076519080062869,0.13991020707386315,8
19700,0.230159099499164,0.01913426065565138,0.13244097927324075,8
19800,0.2343534894956547,0.0027172025641543558,0.14226703386454256,8
19900,0.23388576138421815,0.003669628871481286,0.14184359704132504,8
20000,0.23521123346176398,-0.008118474553516022,0.15009604081914982,9
20100,0.23523229726778946,-0.007651674733746173,0.14981626634680562,9
20200,0.23523380459408957,-0.00765154062254418,0.1498153293871024,9
20300,0.2350500344507673,0.0016507277839025395,0.14266553059587647,8
20400,0.2301692253560774,0.01913492634016171,0.13243475157759033,8
20500,0.23406013285851338,0.006076868936254412,0.1399023040608799,8
20600,0.2349582443699472,0.0031368416634240818,0.14157624950702993,8
20700,0.23403819549998786,0.004781242949743283,0.140917240446617,8
20800,0.23436803345374202,0.0027171442882253194,0.14225826171908146,8
20900,0.2340411913370573,0.004781657209186265,0.14091532343409988,8
21000,0.23496413883478343,0.0031369496994975493,0.14157264913208276,8
21100,0.2351593710704343,-0.007449979719531293,0.14967588518802058,9
21200,0.2437418546698518,-0.019721846892715972,0.1512919778239706,10
21300,0.2345439030568681,0.004497779250604532,0.1407894288434379,8
21400,0.23340464509866538,0.008660427219522806,0.1383798471878186,8
21500,0.23150925388814442,0.013112874017251305,0.13618571502173415,8
21600,0.23469413539644743,0.0033797741089978323,0.14155947148591908,8
21700,0.24548910681826835,-0.02210120606164094,0.15118848043228392,10
21800,0.23452118857700097,0.005685872541402406,0.13991927165211943,8
21900,0.2345227390607112,0.005685694756303829,0.13991847906228902,8
22000,0.23491726575069707,0.003344546477686007,0.14142154690041184,8
22100,0.23491876106630005,0.0033447238437853957,0.14142061367819767,8
22200,0.2352846114819809,-0.007567078344809349,0.14968903296004674,9
22300,0.23523516926000024,-0.007630749475031101,0.1497724009931511,9
22400,0.23526621724988364,-0.007651608332245667,0.1497946509609236,9
22500,0.23439309201320788,0.002717454953031218,0.14224258638607842,8
22600,0.23983779208675143,-0.01601249783708669,0.15215420446138303,10
22700,0.2345643609537496,0.004498292454730359,0.14077687281971704,8
22800,0.23342501516034203,0.008660436666210882,0.13836779350752965,8
22900,0.23493045373474247,0.003344534585379241,0.1414137507660598,8
23000,0.23342791379961078,0.008660478490413384,0.13836622408100588,8
23100,0.23282184074414106,0.010290093021623415,0.1374847237794489,8
23200,0.23239732039694908,0.011643761670353395,0.13671192165435792,8
23300,0.23462143524887202,-0.007324097602515715,0.1499488564332444,9
23400,0.23407778874941065,0.004781669186084432,0.14089314905734365,8
23500,0.2341040808917924,0.006076110881864579,0.13987651743812912,8
23600,0.23381415274738218,0.0047832817153246185,0.1410284374887938,8
23700,0.23528552342558784,-0.007651537153829203,0.1497823819443256,9
23800,0.23351569795402122,0.0056624512204550385,0.14055201224174171,8
23900,0.23558273308229769,-0.007550506267281817,0.149482445799326,9
24000,0.2345835753342598,0.004498224312864663,0.1407653004145733,8
24100,0.2334440891469528,0.008660210443832972,0.13835658281968263,8
24200,0.23520508921452057,-0.007449979257442256,0.14964681631792326,9
24300,0.23520644311814656,-0.007450040359625359,0.1496459815232756,9
24400,0.23344841332661181,0.00866075556578333,0.13835365007746925,8
24500,0.23495400691957755,0.0033445210109922805,0.14139951950421745,8
24600,0.23495560050147454,0.0033448023619200534,0.14139844958971187,8
24700,0.23369693091449648,0.0074336886582108625,0.13908917663097944,8
24800,0.23521387979196762,-0.00745005538261785,0.14964114953404364,9
24900,0.23495990274735054,0.003344476216685994,0.14139601938777305,8
25000,0.23433656412262682,0.00511824734980293,0.14044898773033349,8
25100,0.23519270912027024,-0.006983099095297019,0.1493850721092097,9
25200,0.23433949739596494,0.005118463849111317,0.1404470023443469,8
25300,0.23429094930102856,0.005384489042004566,0.1402809931397801,8
25400,0.23558738790574305,0.0011425820329634571,0.14267520352029775,8
25500,0.2334921893968871,0.005470850841686502,0.14055824511995377,8
25600,0.23337552188329183,-0.00017613662653744882,0.14470575567353305,8
25700,0.23377722033304152,0.005775864130261816,0.1401625343320992,8
25800,0.23337838754295145,-0.00017650732665940076,0.14470431558887384,8
25900,0.2324956025605937,0.002651268414519272,0.14311388887574628,8
26000,0.23295383204151965,0.005492600966390926,0.14071566714395706,8
26100,0.24441852979652914,-0.027595365521297058,0.15632550956512128,10
26200,0.23247451074415337,0.006274306878167274,0.14038967031007893,8
26300,0.23392346333229375,0.0012280686372428099,0.14331389440656978,8
26400,0.2347952053086726,-0.0014947095934924757,0.14483032268849025,8
26500,0.23473828319661272,-0.008182099100295208,0.15004863944496552,9
26600,0.2330614735178119,0.0036506003010927197,0.14202478114972616,8
26700,0.23334237401669328,0.0034090522382451993,0.14203160494848543,8
26800,0.23250880012448708,0.0026511956303035054,0.1431056507276156,8
26900,0.2350581800313896,-0.007743996250417365,0.1497388051218935,9
27000,0.23339595537511965,-0.0001761297276293751,0.14469296765412598,8
27100,0.23537507893515375,-0.007884328239316275,0.149623366624438,9
27200,0.23331599660621238,0.003879421204076684,0.14185813022029478,8
27300,0.23331753244610964,0.00387931033103184,0.14185712065351944,8
27400,0.2333188866482043,0.00387920965552621,0.14185636266332655,8
27500,0.23332048090665888,0.0038792995043107348,0.14185542004409432,8
27600,0.23437471150012384,0.0051186404364665814,0.1404256940771769,8
27700,0.23332341249907856,0.0038795353167396227,0.14185339272129954,8
27800,0.23360389792792677,0.0036372391001250515,0.14186048961453382,8
27900,0.2343319059240815,0.00592814610272963,0.13985815821215747,8
28000,0.23438064688173343,0.005119003542727043,0.14042196925951878,8
28100,0.23438210610088817,0.005118378420666685,0.14042154942137958,8
28200,0.2349807991895315,-0.0072341134271663365,0.1496718790482372,9
28300,0.23498223941270582,-0.007234157331134064,0.14967085568311309,9
28400,0.23401964480877135,0.003475550236785059,0.1417553707809149,8
28500,0.2377603416617432,0.0036654290915485895,0.1376757468659513,10
28600,0.23438943540905935,0.005118259888484257,0.14041709275799313,8
28700,0.2311858703104489,0.014465609083054736,0.1353548528784513,8
28800,0.23825531984724868,0.003503889939738208,0.13746169355173674,10
28900,0.23144899353886492,0.012953036666704245,0.13620756313809587,8
29000,0.233195496842221,0.0030769673429881465,0.1424101557151647,8
29100,0.23431311356192694,-0.007492122182099413,0.15013154586718813,9
29200,0.23540609859908265,-0.007884375893093792,0.14960359868559983,9
29300,0.23413082605004742,-0.008276210163211518,0.1505230949917577,9
29400,0.23292055920834914,0.0036960499000674974,0.14210778933155885,8
29500,0.2332855221445089,0.0025538139741066554,0.1427353064523773,8
29600,0.23255825555842666,0.004843415608988429,0.14147506206527524,8
29700,0.23362645163274318,0.0019707506160120914,0.14295470723551293,8
29800,0.23310833964842578,0.0036511117298019947,0.14199601202182843,8
29900,0.2443982225659388,-0.027522868884068078,0.156209936652634,10
30000,0.23389743601036314,-0.0009638809677049908,0.14501161713371255,8
30100,0.23508576393450697,-0.007805789539318843,0.14977343917943994,9
30200,0.23373210532649596,0.004907217225998363,0.14086805838397665,8
30300,0.23373370403633995,0.004907146890213215,0.14086723332564563,8
30400,0.23384624803627668,0.005776269665542244,0.14012087363389006,8
30500,0.23390483403764947,-0.000963699635754957,0.14500697722716074,8
30600,0.23384920551697816,0.005775969216482996,0.14011938878504923,8
30700,0.2338506399842124,0.005775935545889157,0.14011839476308693,8
30800,0.2340201808910869,0.004664454269318994,0.1408710499549666,8
30900,0.23322331711862204,0.003077378636009979,0.14239294668287994,8
31000,0.23257878396762152,0.004843406080074558,0.14146255784791306,8
31100,0.2333674394802081,0.002212895456242882,0.14293396353178114,8
31200,0.23480756679497886,-0.008182152797645741,0.1500043307620558,9
31300,0.23460599491456183,-0.0016569640958616903,0.1450802352308565,8
31400,0.23341122523429345,0.0034091161064697894,0.14198974487114066,8
31500,0.23258607099524523,0.0048433890619831695,0.14145819628539422,8
31600,0.2340641700324384,-0.00036629432243866596,0.1444251176173824,8
31700,0.22896254853467934,0.019302375569231325,0.13282395008395523,8
31800,0.23275567816818343,0.005182046006329952,0.14106127669532562,8
31900,0.23275709069062586,0.0051814989185644065,0.14106088904170921,8
32000,0.23275857372749065,0.005182107736303305,0.14105962662531582,8
32100,0.23359318585634878,0.0035673232762933665,0.14177782376326412,8
32200,0.2334152394349684,0.0014072585250992215,0.14349048571642425,8
32300,0.2348237016309552,-0.008182169470255194,0.14999404771932023,9
32400,0.23524098942741123,-0.00827043886753823,0.14980304943595332,9
32500,0.23407737072445142,-0.00036657885430826215,0.14441721667501622,8
32600,0.23385159225631597,0.0008708621285617864,0.14366714948228607,8
32700,0.23462660924750225,-0.0016568440494014794,0.14506732662509508,8
32800,0.23277017409907383,0.0051822566502362,0.14105252073857713,8
32900,0.23370857082754867,0.0017175666891261635,0.14308767629971275,8
33000,0.24203642962852062,-0.019826518161482457,0.1521654772094791,10
33100,0.23005996088862637,0.013125303555455292,0.13678056581519227,8
33200,0.23269528332604936,0.0030139372003653297,0.14275892907487903,8
33300,0.23261234269245445,0.004842915346575273,0.14144242611717925,8
33400,0.23485760818782478,-0.008485817731081598,0.1501395046929033,9
33500,0.2326152419244661,0.0048429716303539354,0.14144077804152574,8
33600,0.232616664429378,0.004843490490961685,0.1414393762428888,8
33700,0.23242003746394627,0.0027083337599466393,0.14314872183784993,8
33800,0.23776461647502356,0.003268123980629544,0.13767255939088863,10
33900,0.2348473037297255,-0.00818210624154273,0.14997893275106913,9
34000,0.23344147483341388,0.0014068398446848106,0.14347478585677811,8
34100,0.23205683501246424,0.00747059746785386,0.13978624956688798,8
34200,0.23244192220594023,0.005939555481244556,0.14070013120705402,8
34300,0.23479488971667148,-0.00802618163247494,0.14990935414984977,9
34400,0.23344727218985203,0.0014066871950318095,0.14347130130848176,8
34500,0.2327951284902467,0.005181971035115963,0.14103766368260134,8
34600,0.2327965581593827,0.005182184789188899,0.14103647365326374,8
34700,0.23244929452891577,0.005939650499278069,0.14069565946804252,8
34800,0.2348202119034184,-0.007726770080648635,0.1499079569294181,9
34900,0.23887103871189688,-0.016497692626144495,0.15257253862082282,10
35000,0.23364877181688268,-8.012086292131487e-05,0.14449937620592052,8
35100,0.23411558145938532,-0.0003661718554379558,0.1443933055595856,8
35200,0.23475263427427362,-0.008612715321664952,0.15031368937994485,9
35300,0.23150409957410448,0.006827076554673413,0.14061626136357577,8
35400,0.23440587322375472,-0.0074921321618765585,0.15007214289323703,9
35500,0.23480099864600168,-0.007324117686719881,0.1498341748623547,9
35600,0.23475438444946742,0.004497969702969488,0.14066327080049085,8
35700,0.2357645657946984,-0.0072442328330403925,0.1492016492740465,9
35800,0.23351594601927,0.009505214359951955,0.13765894367163897,8
35900,0.2344967262892385,0.005118254727168361,0.1403528838888819,8
36000,0.2344146773194897,-0.00749206348405968,0.15006660108688688,9
36100,0.234416117323175,-0.007492108101974843,0.15006557052005567,9
36200,0.23382026352277208,0.0049069912385179965,0.1408151777367358,8
36300,0.2339328511212467,0.005776149785084014,0.140068982694336,8
36400,0.23393425948021118,0.005776023100703365,0.1400683014425419,8
36500,0.2339358532412539,0.005776100848580762,0.14006737698488528,8
36600,0.2326605801685084,0.004843428251800851,0.1414126936214214,8
36700,0.23477000927804562,-0.007934983191050874,0.1499158175982599,9
36800,0.23799756519566354,0.0032644199827980467,0.13753858274292008,10
36900,0.23394174185852723,0.005776008783096334,0.14006390062999882,8
37000,0.23394303904263658,0.005776237692414991,0.14006303752118512,8
37100,0.2341583448553817,-0.00751003833052097,0.15024625680121687,9
37200,0.23383487177494106,0.004907212187845633,0.14080612804641313,8
37300,0.23390395051869048,0.0025321690326482915,0.14253063847738884,8
37400,0.23363891989681565,0.008660107283020165,0.13824130327884776,8
37500,0.23428494514308218,0.0047813776250729325,0.14076886373175856,8
37600,0.23338918681753754,0.0077213347087451605,0.13909474648807948,8
37700,0.23552111121320063,-0.007261216000664074,0.14937335133478405,9
37800,0.23398098225285607,0.008685570925372433,0.13801618601561308,8
37900,0.23429084654996812,0.004781272611021768,0.1407653995276657,8
38000,0.2338659715637279,0.006142249633056083,0.1399856161637283,8
38100,0.23293486898733864,0.0069242233269685245,0.1398271314375753,8
38200,0.23322057513415584,0.010020336636087092,0.1374604301920805,8
38300,0.2344637831670381,-0.007722650807062773,0.15016938160642893,9
38400,0.23385258931513053,0.0049071421486566865,0.1407955714573435,8
38500,0.23022370398854053,0.011306856785909206,0.1380387453911786,8
38600,0.23305660387352606,0.003319352039726436,0.14231627131969768,8
38700,0.23328059021364875,0.003927529867747931,0.14187391313417355,8
38800,0.2338583836326304,0.00490695504230508,0.14079220577843363,8
38900,0.23807720541713812,0.003601246400729909,0.13753285520135,10
39000,0.23386128684508395,0.004906998626081957,0.14079058431583122,8
39100,0.24273646923572015,-0.019570227267348136,0.1517617016656577,10
39200,0.2325034386333681,0.0032560319202674824,0.1426973219316092,8
39300,0.23285285211237572,0.005648857160554308,0.1408159463059249,8
39400,0.2422235809770875,-0.019508383537395927,0.15199632337744562,10
39500,0.23395303311221108,0.0008708900388157272,0.14360475259050284,8
39600,0.23306963537427233,0.0036959081669431784,0.14201709586888375,8
39700,0.24220078293905883,-0.01989721735237312,0.15195036967274217,10
39800,0.23374358748411328,0.00482640338893378,0.1408918947742199,8
39900,0.2338744972454318,0.004907067593818736,0.14078240042073767,8
40000,0.23420096004283777,-0.007510070549049456,0.1502188922422238,9
40100,0.23314410655872272,0.005406991198199006,0.14081641746678025,8
40200,0.2342040018532575,-0.007510031308176268,0.1502168583329752,9
40300,0.2339180067992165,0.0065144281777556904,0.13966919707806896,8
40400,0.2341644404297816,0.007462798371403766,0.13881265408126958,8
40500,0.23059716777471506,0.013336916324491285,0.13641826057549558,8
40600,0.23439630419649424,0.0010495165914497122,0.14333198743164777,8
40700,0.23436103409333484,0.0026299269528729037,0.14216808414614138,8
40800,0.2412726402260668,-0.05098819552665043,0.1768140423738349,10
40900,0.23392123710749846,-0.00012473563509463306,0.14433326887945053,8
41000,0.2333530443949933,0.007552866439579268,0.13909483047613422,8
41100,0.23344137884842572,0.005712571350839733,0.14041323759264554,8
41200,0.23499717021893055,-0.007762880427589201,0.14979416132741571,9
41300,0.23094051519676806,0.01371838842835671,0.13592097747203702,8
41400,0.23344580747139074,0.005712792319732481,0.14041040999573778,8
41500,0.2328850619522944,0.005649025084561937,0.1407962609254508,8
41600,0.2333620104699683,0.007553385549689166,0.13908923979356508,8
41700,0.23372883210661824,0.006405751100652212,0.13971934174239972,8
41800,0.2297205499300286,0.014455409222330169,0.13597393989486478,8
41900,0.2376297469325656,0.003314039189926007,0.13772295364266202,10
42000,0.2336576637827341,0.00011695297685127786,0.1443155106465176,8
42100,0.23414599854692142,0.00647625005435199,0.13953186028718287,8
42200,0.23414752223855337,0.006476579147572858,0.139530559929659,8
42300,0.2341489315512388,0.00647644454098023,0.13952988743635883,8
42400,0.23289813726701783,0.005649023313653901,0.14078838966569643,8
42500,0.23337518119154688,0.007552973755495398,0.13908171196184776,8
42600,0.23823757668893314,0.0034462156677974426,0.13750585596973408,10
42700,0.23823910017757813,0.003446267203961108,0.13750501383379832,10
42800,0.2331867899090055,0.005954218605902623,0.14039086211340474,8
