day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;1500;ASH_COATED_OSMIUM;9992;10;9990;20;;;10008;10;10011;20;;;10000.0;4.44140625
0;1500;INTARIAN_PEPPER_ROOT;11995;9;11992;25;;;12011;25;;;;;12003.0;-442.0
0;1600;ASH_COATED_OSMIUM;9992;11;;;;;10011;28;;;;;10001.5;3.017578125
0;1600;INTARIAN_PEPPER_ROOT;11995;8;11992;18;;;12011;18;;;;;12003.0;-434.0
0;1700;INTARIAN_PEPPER_ROOT;11995;8;11992;24;;;;;;;;;11995.0;-426.0
0;1700;ASH_COATED_OSMIUM;9992;12;9990;28;;;10008;12;10011;28;;;10000.0;3.40625
0;1800;INTARIAN_PEPPER_ROOT;11995;10;11992;18;;;12008;10;12011;18;;;12001.5;-418.0
0;1800;ASH_COATED_OSMIUM;9992;13;9989;23;;;10008;13;10010;23;;;10000.0;2.94140625
0;1900;ASH_COATED_OSMIUM;9990;30;;;;;10008;14;10011;30;;;9999.0;4.40234375
0;1900;INTARIAN_PEPPER_ROOT;11995;8;11992;24;;;12008;8;12011;24;;;12001.5;-410.0
0;2000;ASH_COATED_OSMIUM;9993;15;9991;21;;;10009;15;;;;;10001.0;6.486328125
0;2000;INTARIAN_PEPPER_ROOT;11995;8;11992;16;;;12009;8;12012;16;;;12002.0;-402.0
0;2100;INTARIAN_PEPPER_ROOT;11996;9;11993;21;;;;;;;;;11996.0;-394.0
0;2100;ASH_COATED_OSMIUM;9991;26;;;;;10009;13;10012;26;;;10000.0;6.52734375
0;2200;INTARIAN_PEPPER_ROOT;11996;8;;;;;12009;8;12012;22;;;12002.5;-386.0
0;2200;ASH_COATED_OSMIUM;9993;11;9991;20;;;;;;;;;9993.0;6.310546875
0;2300;INTARIAN_PEPPER_ROOT;11996;10;11993;24;;;12009;10;12012;24;;;12002.5;-378.0
0;2300;ASH_COATED_OSMIUM;9993;11;;;;;10009;11;;;;;10001.0;6.4453125
0;2400;INTARIAN_PEPPER_ROOT;11996;9;11993;23;;;12009;9;12012;23;;;12002.5;-370.0
0;2400;ASH_COATED_OSMIUM;9993;13;9991;20;;;10009;13;10012;20;;;10001.0;6.828125
0;2500;ASH_COATED_OSMIUM;9993;11;;;;;10009;11;10012;21;;;10001.0;7.3671875
0;2500;INTARIAN_PEPPER_ROOT;11993;23;;;;;12009;9;12012;23;;;12001.0;-362.0
0;2600;ASH_COATED_OSMIUM;9991;29;;;;;10009;10;10012;29;;;10000.0;6.94921875
0;2600;INTARIAN_PEPPER_ROOT;11993;23;;;;;12009;9;;;;;12001.0;-354.0
0;2700;ASH_COATED_OSMIUM;9993;10;9991;21;;;10012;21;;;;;10002.5;7.32421875
0;2700;INTARIAN_PEPPER_ROOT;11996;10;11993;19;;;12009;10;;;;;12002.5;-346.0
0;2800;ASH_COATED_OSMIUM;9993;14;9991;27;;;10009;14;;;;;10001.0;7.328125
0;2800;INTARIAN_PEPPER_ROOT;11996;9;11993;17;;;12012;17;;;;;12004.0;-338.0
0;2900;ASH_COATED_OSMIUM;9993;12;9991;20;;;10009;12;10012;20;;;10001.0;6.4765625
0;2900;INTARIAN_PEPPER_ROOT;11996;11;;;;;12009;11;12012;19;;;12002.5;-330.0
0;3000;ASH_COATED_OSMIUM;9993;11;9991;29;;;10009;11;10012;29;;;10001.0;6.744140625
0;3000;INTARIAN_PEPPER_ROOT;11996;12;11993;21;;;12010;12;12013;21;;;12003.0;-322.0
0;3100;ASH_COATED_OSMIUM;9994;13;;;;;10012;27;;;;;10003.0;7.5703125
0;3100;INTARIAN_PEPPER_ROOT;11994;21;;;;;12010;9;12013;21;;;12002.0;-314.0
0;3200;INTARIAN_PEPPER_ROOT;11997;10;;;;;12010;10;12013;20;;;12003.5;-306.0
0;3200;ASH_COATED_OSMIUM;9991;24;;;;;10012;24;;;;;10001.5;4.63671875
0;3300;INTARIAN_PEPPER_ROOT;11997;9;11994;18;;;12013;18;;;;;12005.0;-298.0
0;3300;ASH_COATED_OSMIUM;9993;10;9991;24;;;10009;10;;;;;10001.0;4.63671875
0;3400;INTARIAN_PEPPER_ROOT;11997;11;11994;23;;;12010;11;12013;23;;;12003.5;-290.0
0;3400;ASH_COATED_OSMIUM;10003;6;9993;12;9991;27;10009;12;10012;27;;;10006.0;5.408203125
0;3500;INTARIAN_PEPPER_ROOT;11997;11;;;;;12013;15;;;;;12005.0;-282.0
0;3500;ASH_COATED_OSMIUM;9991;26;;;;;10009;15;10012;26;;;10000.0;14.40625
0;3600;INTARIAN_PEPPER_ROOT;11997;8;11994;16;;;12010;8;;;;;12003.5;-274.0
0;3600;ASH_COATED_OSMIUM;9993;14;9991;27;;;10009;14;10012;27;;;10001.0;14.8984375
0;3700;ASH_COATED_OSMIUM;9993;10;9991;25;;;10009;10;10012;25;;;10001.0;15.09375
0;3700;INTARIAN_PEPPER_ROOT;11997;8;;;;;12013;18;;;;;12005.0;-266.0
0;3800;INTARIAN_PEPPER_ROOT;11997;10;;;;;12010;10;;;;;12003.5;-258.0
0;3800;ASH_COATED_OSMIUM;9991;24;;;;;10009;10;10012;24;;;10000.0;13.65625
0;3900;ASH_COATED_OSMIUM;9993;15;9991;24;;;10009;15;10012;24;;;10001.0;15.4140625
0;3900;INTARIAN_PEPPER_ROOT;11997;8;11994;25;;;12013;25;;;;;12005.0;-250.0
0;4000;INTARIAN_PEPPER_ROOT;11997;10;11994;20;;;12011;10;12014;20;;;12004.0;-242.0
0;4000;ASH_COATED_OSMIUM;9993;11;9991;30;;;10009;11;10012;30;;;10001.0;16.09375
0;4100;ASH_COATED_OSMIUM;9992;10;9990;22;;;;;;;;;9992.0;22.75
0;4100;INTARIAN_PEPPER_ROOT;11998;8;11995;15;;;12011;8;12014;15;;;12004.5;-234.0
0;4200;INTARIAN_PEPPER_ROOT;11995;17;;;;;12011;9;;;;;12003.0;-226.0
0;4200;ASH_COATED_OSMIUM;9990;28;;;;;10011;28;;;;;10000.5;22.2265625
0;4300;ASH_COATED_OSMIUM;;;;;;;10009;10;10011;26;;;10009.0;20.578125
0;4300;INTARIAN_PEPPER_ROOT;11995;16;;;;;12014;16;;;;;12004.5;-218.0
0;4400;INTARIAN_PEPPER_ROOT;11998;9;11995;20;;;12014;20;;;;;12006.0;-210.0
0;4400;ASH_COATED_OSMIUM;9990;28;;;;;10009;15;10011;28;;;9999.5;22.15625
0;4500;ASH_COATED_OSMIUM;9993;13;9990;26;;;10009;13;10011;26;;;10001.0;20.359375
0;4500;INTARIAN_PEPPER_ROOT;11998;11;11995;16;;;12014;16;;;;;12006.0;-202.0
0;4600;INTARIAN_PEPPER_ROOT;11998;12;11995;20;;;12011;12;12014;20;;;12004.5;-194.0
0;4600;ASH_COATED_OSMIUM;9993;15;9990;21;;;10009;15;10011;21;;;10001.0;20.625
0;4700;ASH_COATED_OSMIUM;9993;14;9990;26;;;10011;26;;;;;10002.0;21.8125
0;4700;INTARIAN_PEPPER_ROOT;11998;10;11995;15;;;12014;15;;;;;12006.0;-186.0
0;4800;INTARIAN_PEPPER_ROOT;;;;;;;12011;11;12014;23;;;12011.0;-178.0
0;4800;ASH_COATED_OSMIUM;9998;3;9993;14;9990;22;10009;14;10011;22;;;10003.5;21.6015625
0;4900;ASH_COATED_OSMIUM;9990;22;;;;;10009;12;10011;22;;;9999.5;19.375
0;4900;INTARIAN_PEPPER_ROOT;11998;12;11995;18;;;12011;12;;;;;12004.5;-170.0
0;5000;INTARIAN_PEPPER_ROOT;11998;8;11995;17;;;12012;8;12015;17;;;12005.0;-162.0
0;5000;ASH_COATED_OSMIUM;9992;11;;;;;10008;11;;;;;10000.0;22.9921875
0;5100;ASH_COATED_OSMIUM;9993;11;9990;26;;;9998;4;10009;11;10011;26;9995.5;20.3671875
0;5100;INTARIAN_PEPPER_ROOT;11999;9;11996;24;;;12012;9;12015;24;;;12005.5;-154.0
0;5200;INTARIAN_PEPPER_ROOT;11999;9;11996;18;;;12012;9;12015;18;;;12005.5;-146.0
0;5200;ASH_COATED_OSMIUM;9993;13;9990;23;;;10009;13;10011;23;;;10001.0;31.0546875
0;5300;ASH_COATED_OSMIUM;9993;10;9990;22;;;10009;10;10011;22;;;10001.0;32.0625
0;5300;INTARIAN_PEPPER_ROOT;11999;12;11996;25;;;12015;25;;;;;12007.0;-138.0
0;5400;INTARIAN_PEPPER_ROOT;11999;10;11996;25;;;12015;25;;;;;12007.0;-130.0
0;5400;ASH_COATED_OSMIUM;9990;30;;;;;10011;30;;;;;10000.5;30.21484375
0;5500;ASH_COATED_OSMIUM;9994;15;;;;;10012;28;;;;;10003.0;26.46875
0;5500;INTARIAN_PEPPER_ROOT;11999;12;11996;25;;;12015;25;;;;;12007.0;-122.0
0;5600;INTARIAN_PEPPER_ROOT;11999;8;;;;;12012;8;12015;23;;;12005.5;-114.0
0;5600;ASH_COATED_OSMIUM;9991;23;;;;;10009;13;10012;23;;;10000.0;27.7890625
0;5700;ASH_COATED_OSMIUM;9993;12;9991;30;;;10009;12;;;;;10001.0;46.8828125
0;5700;INTARIAN_PEPPER_ROOT;11996;23;;;;;12015;23;;;;;12005.5;-106.0
0;5800;INTARIAN_PEPPER_ROOT;11999;8;11996;18;;;12015;18;;;;;12007.0;-98.0
0;5800;ASH_COATED_OSMIUM;9991;28;;;;;10012;28;;;;;10001.5;48.4921875
0;5900;ASH_COATED_OSMIUM;9993;12;9991;21;;;10009;12;10012;21;;;10001.0;47.037109375
0;5900;INTARIAN_PEPPER_ROOT;11999;11;11996;22;;;12012;11;;;;;12005.5;-90.0
0;6000;INTARIAN_PEPPER_ROOT;11999;12;11996;24;;;12013;12;12016;24;;;12006.0;-82.0
0;6000;ASH_COATED_OSMIUM;9990;30;;;;;10009;13;10011;30;;;9999.5;45.7734375
0;6100;ASH_COATED_OSMIUM;9993;14;9990;24;;;10011;24;;;;;10002.0;45.677734375
0;6100;INTARIAN_PEPPER_ROOT;12009;3;12000;11;11997;24;12013;11;;;;;12011.0;-74.0
0;6200;INTARIAN_PEPPER_ROOT;12000;10;11997;15;;;12013;10;12016;15;;;12006.5;-66.0
0;6200;ASH_COATED_OSMIUM;9993;12;9990;29;;;10009;12;10011;29;;;10001.0;45.40234375
0;6300;ASH_COATED_OSMIUM;9993;14;9990;22;;;10009;14;10011;22;;;10001.0;44.80859375
0;6300;INTARIAN_PEPPER_ROOT;12000;12;11997;16;;;12013;12;12016;16;;;12006.5;-58.0
0;6400;INTARIAN_PEPPER_ROOT;12000;8;11997;21;;;12013;8;12016;21;;;12006.5;-50.0
0;6400;ASH_COATED_OSMIUM;9992;14;9989;23;;;10010;23;;;;;10001.0;42.39453125
0;6500;ASH_COATED_OSMIUM;9992;12;9990;22;;;9998;4;10008;12;10011;22;9995.0;43.390625
0;6500;INTARIAN_PEPPER_ROOT;12000;10;;;;;12013;10;12016;17;;;12006.5;-42.0
0;6600;INTARIAN_PEPPER_ROOT;12000;11;11997;23;;;12013;11;12016;23;;;12006.5;-34.0
0;6600;ASH_COATED_OSMIUM;;;;;;;10008;13;;;;;10008.0;50.0703125
0;6700;INTARIAN_PEPPER_ROOT;12000;10;11997;19;;;12013;10;;;;;12006.5;-26.0
0;6700;ASH_COATED_OSMIUM;9992;12;9990;30;;;10011;30;;;;;10001.5;51.5546875
0;6800;INTARIAN_PEPPER_ROOT;12000;8;11997;20;;;12013;8;;;;;12006.5;-18.0
0;6800;ASH_COATED_OSMIUM;9992;12;9990;29;;;10008;12;10011;29;;;10000.0;53.046875
0;6900;ASH_COATED_OSMIUM;9992;11;9990;27;;;10008;11;10011;27;;;10000.0;54.03125
0;6900;INTARIAN_PEPPER_ROOT;12000;8;11997;20;;;12013;8;12016;20;;;12006.5;-10.0
0;7000;ASH_COATED_OSMIUM;9990;30;;;;;10011;30;;;;;10000.5;53.546875
0;7000;INTARIAN_PEPPER_ROOT;12000;10;11997;23;;;12014;10;12017;23;;;12007.0;-2.0
0;7100;ASH_COATED_OSMIUM;10002;9;9992;11;;;10008;11;10011;30;;;10005.0;53.203125
0;7100;INTARIAN_PEPPER_ROOT;12001;12;11998;23;;;12014;12;12017;23;;;12007.5;6.0
0;7200;ASH_COATED_OSMIUM;9993;13;9990;22;;;10009;13;10011;22;;;10001.0;67.111328125
0;7200;INTARIAN_PEPPER_ROOT;12001;11;11998;22;;;12017;22;;;;;12009.0;14.0
0;7300;ASH_COATED_OSMIUM;9992;10;;;;;10008;10;10011;25;;;10000.0;68.068359375
0;7300;INTARIAN_PEPPER_ROOT;12001;12;11998;16;;;12014;12;12017;16;;;12007.5;22.0
0;7400;ASH_COATED_OSMIUM;9993;12;9990;22;;;10009;12;10011;22;;;10001.0;67.39453125
0;7400;INTARIAN_PEPPER_ROOT;12001;8;11998;17;;;12014;8;12017;17;;;12007.5;30.0
0;7500;ASH_COATED_OSMIUM;9990;29;;;;;10009;13;10011;29;;;9999.5;67.36328125
0;7500;INTARIAN_PEPPER_ROOT;12001;10;11998;21;;;12014;10;;;;;12007.5;38.0
0;7600;ASH_COATED_OSMIUM;9993;13;9990;27;;;10009;13;10011;27;;;10001.0;69.0703125
0;7600;INTARIAN_PEPPER_ROOT;;;;;;;12017;17;;;;;12017.0;46.0
0;7700;INTARIAN_PEPPER_ROOT;12001;10;11998;23;;;12014;10;12017;23;;;12007.5;54.0
0;7700;ASH_COATED_OSMIUM;9993;14;9991;25;;;10009;14;;;;;10001.0;66.046875
0;7800;INTARIAN_PEPPER_ROOT;12001;9;11998;18;;;12014;9;12017;18;;;12007.5;62.0
0;7800;ASH_COATED_OSMIUM;9993;15;;;;;10009;15;10011;23;;;10001.0;68.0078125
0;7900;INTARIAN_PEPPER_ROOT;12001;8;11998;15;;;12014;8;12017;15;;;12007.5;70.0
0;7900;ASH_COATED_OSMIUM;9993;10;9990;22;;;10009;10;;;;;10001.0;70.1015625
0;8000;INTARIAN_PEPPER_ROOT;12001;10;11998;20;;;12018;20;;;;;12009.5;78.0
0;8000;ASH_COATED_OSMIUM;9992;13;;;;;10011;28;;;;;10001.5;73.1484375
0;8100;ASH_COATED_OSMIUM;9992;12;9989;25;;;10008;12;;;;;10000.0;74.140625
0;8100;INTARIAN_PEPPER_ROOT;12002;8;11999;15;;;12015;8;;;;;12008.5;86.0
0;8200;ASH_COATED_OSMIUM;9992;10;9989;25;;;10008;10;;;;;10000.0;74.28125
0;8200;INTARIAN_PEPPER_ROOT;11999;25;;;;;12015;12;12018;25;;;12007.0;94.0
0;8300;INTARIAN_PEPPER_ROOT;12002;10;11999;22;;;12015;10;12018;22;;;12008.5;102.0
0;8300;ASH_COATED_OSMIUM;9990;28;;;;;10011;28;;;;;10000.5;73.5546875
0;8400;INTARIAN_PEPPER_ROOT;12005;8;12002;10;11999;21;12015;10;12018;21;;;12010.0;110.0
0;8400;ASH_COATED_OSMIUM;9998;3;9990;29;;;10008;11;10011;29;;;10003.0;72.8203125
0;8500;ASH_COATED_OSMIUM;9992;14;9989;25;;;10010;25;;;;;10001.0;75.0859375
0;8500;INTARIAN_PEPPER_ROOT;12002;9;11999;24;;;12015;9;12018;24;;;12008.5;118.0
0;8600;ASH_COATED_OSMIUM;9992;13;9989;27;;;10008;13;10010;27;;;10000.0;77.234375
0;8600;INTARIAN_PEPPER_ROOT;12002;11;11999;18;;;12015;11;12018;18;;;12008.5;126.0
0;8700;INTARIAN_PEPPER_ROOT;12002;12;11999;23;;;12015;12;;;;;12008.5;134.0
0;8700;ASH_COATED_OSMIUM;;;;;;;10010;22;;;;;10010.0;77.96875
0;8800;INTARIAN_PEPPER_ROOT;12002;8;11999;16;;;12015;8;12018;16;;;12008.5;142.0
0;8800;ASH_COATED_OSMIUM;9991;10;9989;30;;;10007;10;10010;30;;;9999.0;77.828125
0;8900;ASH_COATED_OSMIUM;9989;26;;;;;10010;26;;;;;9999.5;74.890625
0;8900;INTARIAN_PEPPER_ROOT;12002;12;11999;25;;;12018;25;;;;;12010.0;150.0
0;9000;ASH_COATED_OSMIUM;9992;10;9990;23;;;10008;10;10011;23;;;10000.0;71.671875
0;9000;INTARIAN_PEPPER_ROOT;11999;21;;;;;12016;8;12019;21;;;12007.5;158.0
0;9100;INTARIAN_PEPPER_ROOT;;;;;;;12016;8;12019;17;;;12016.0;166.0
0;9100;ASH_COATED_OSMIUM;9992;15;9990;22;;;10008;15;10011;22;;;10000.0;72.03125
0;9200;INTARIAN_PEPPER_ROOT;12003;11;12000;24;;;12016;11;12019;24;;;12009.5;174.0
0;9200;ASH_COATED_OSMIUM;9990;25;;;;;10008;14;;;;;9999.0;70.9296875
0;9300;ASH_COATED_OSMIUM;9992;13;;;;;10008;13;10010;29;;;10000.0;74.15625
0;9300;INTARIAN_PEPPER_ROOT;12000;18;;;;;12016;9;12019;18;;;12008.0;182.0
0;9400;ASH_COATED_OSMIUM;9992;15;9990;28;;;10002;4;10011;28;;;9997.0;73.6875
0;9400;INTARIAN_PEPPER_ROOT;12013;8;12003;11;12000;18;12016;11;12019;18;;;12014.5;190.0
0;9500;INTARIAN_PEPPER_ROOT;12003;9;;;;;12019;24;;;;;12011.0;198.0
0;9500;ASH_COATED_OSMIUM;9992;14;9990;24;;;10011;24;;;;;10001.5;73.8359375
0;9600;INTARIAN_PEPPER_ROOT;12003;10;12000;21;;;12016;10;12019;21;;;12009.5;206.0
0;9600;ASH_COATED_OSMIUM;9993;12;9990;20;;;10011;20;;;;;10002.0;67.09375
0;9700;ASH_COATED_OSMIUM;9993;12;9991;30;;;10009;12;10012;30;;;10001.0;63.625
0;9700;INTARIAN_PEPPER_ROOT;12003;12;12000;18;;;12016;12;12019;18;;;12009.5;214.0
0;9800;ASH_COATED_OSMIUM;9994;15;9991;24;;;10010;15;10012;24;;;10002.0;61.578125
0;9800;INTARIAN_PEPPER_ROOT;12003;9;12000;15;;;12016;9;12019;15;;;12009.5;222.0
0;9900;INTARIAN_PEPPER_ROOT;12003;11;12000;25;;;12016;11;12019;25;;;12009.5;230.0
0;9900;ASH_COATED_OSMIUM;10004;5;9992;24;;;;;;;;;10004.0;57.4296875
0;10000;INTARIAN_PEPPER_ROOT;12003;11;12000;19;;;12017;11;12020;19;;;12010.0;238.0
0;10000;ASH_COATED_OSMIUM;9994;14;9992;27;;;10010;14;10013;27;;;10002.0;58.4296875
0;10100;ASH_COATED_OSMIUM;9994;15;9992;20;;;10010;15;10013;20;;;10002.0;58.6015625
0;10100;INTARIAN_PEPPER_ROOT;12001;15;;;;;12017;10;12020;15;;;12009.0;246.0
0;10200;ASH_COATED_OSMIUM;9994;12;;;;;10010;12;10013;20;;;10002.0;59.09375
0;10200;INTARIAN_PEPPER_ROOT;12004;12;;;;;12017;12;12020;25;;;12010.5;254.0
0;10300;INTARIAN_PEPPER_ROOT;12004;9;12001;19;;;12017;9;12020;19;;;12010.5;262.0
0;10300;ASH_COATED_OSMIUM;9994;11;9992;24;;;10013;24;;;;;10003.5;58.0
0;10400;INTARIAN_PEPPER_ROOT;12004;9;12001;20;;;12017;9;12020;20;;;12010.5;270.0
0;10400;ASH_COATED_OSMIUM;9994;11;;;;;10010;11;10013;25;;;10002.0;58.0234375
0;10500;ASH_COATED_OSMIUM;9994;14;9992;26;;;10010;14;10013;26;;;10002.0;58.0859375
0;10500;INTARIAN_PEPPER_ROOT;12004;9;12001;21;;;12017;9;;;;;12010.5;278.0
0;10600;ASH_COATED_OSMIUM;9994;10;9992;20;;;10010;10;10013;20;;;10002.0;59.140625
0;10600;INTARIAN_PEPPER_ROOT;12004;11;12001;18;;;12017;11;12020;18;;;12010.5;286.0
0;10700;INTARIAN_PEPPER_ROOT;12004;10;12001;22;;;12017;10;12020;22;;;12010.5;294.0
0;10700;ASH_COATED_OSMIUM;9992;24;;;;;10013;24;;;;;10002.5;59.390625
0;10800;INTARIAN_PEPPER_ROOT;12004;12;12001;22;;;12017;12;12020;22;;;12010.5;302.0
0;10800;ASH_COATED_OSMIUM;9994;10;9992;23;;;10010;10;;;;;10002.0;52.5625
0;10900;ASH_COATED_OSMIUM;9995;15;9992;22;;;10011;15;10013;22;;;10003.0;50.5625
0;10900;INTARIAN_PEPPER_ROOT;12008;7;12001;25;;;12017;9;12020;25;;;12012.5;310.0
0;11000;INTARIAN_PEPPER_ROOT;12004;10;12001;19;;;12018;10;;;;;12011.0;318.0
0;11000;ASH_COATED_OSMIUM;9995;10;9992;26;;;;;;;;;9995.0;50.328125
0;11100;INTARIAN_PEPPER_ROOT;12005;8;12002;19;;;12018;8;12021;19;;;12011.5;326.0
0;11100;ASH_COATED_OSMIUM;9995;14;9992;30;;;10011;14;10013;30;;;10003.0;51.140625
0;11200;INTARIAN_PEPPER_ROOT;12002;23;;;;;12018;9;12021;23;;;12010.0;334.0
0;11200;ASH_COATED_OSMIUM;9992;28;;;;;10013;28;;;;;10002.5;56.984375
0;11300;INTARIAN_PEPPER_ROOT;12005;9;12002;18;;;12018;9;12021;18;;;12011.5;342.0
0;11300;ASH_COATED_OSMIUM;9994;13;9992;25;;;10010;13;10013;25;;;10002.0;59.890625
0;11400;ASH_COATED_OSMIUM;9994;15;9992;30;;;10013;30;;;;;10003.5;56.6875
0;11400;INTARIAN_PEPPER_ROOT;12005;10;12002;23;;;12018;10;12021;23;;;12011.5;350.0
0;11500;ASH_COATED_OSMIUM;9994;10;9992;28;;;10010;10;10013;28;;;10002.0;59.3125
0;11500;INTARIAN_PEPPER_ROOT;12002;24;;;;;12018;11;12021;24;;;12010.0;358.0
0;11600;ASH_COATED_OSMIUM;9992;22;;;;;10010;13;10013;22;;;10001.0;59.828125
0;11600;INTARIAN_PEPPER_ROOT;12005;12;12002;15;;;12018;12;12021;15;;;12011.5;366.0
0;11700;ASH_COATED_OSMIUM;9994;15;9992;20;;;10010;15;;;;;10002.0;52.5625
0;11700;INTARIAN_PEPPER_ROOT;12005;11;12002;18;;;12021;18;;;;;12013.0;374.0
0;11800;ASH_COATED_OSMIUM;;;;;;;10010;14;;;;;10010.0;63.546875
0;11800;INTARIAN_PEPPER_ROOT;12005;11;;;;;12018;11;12021;17;;;12011.5;382.0
0;11900;ASH_COATED_OSMIUM;9994;10;9992;22;;;10010;10;10013;22;;;10002.0;57.703125
0;11900;INTARIAN_PEPPER_ROOT;12005;8;12002;23;;;12018;8;12021;23;;;12011.5;390.0
0;12000;ASH_COATED_OSMIUM;9994;10;9992;27;;;10010;10;10013;27;;;10002.0;57.625
0;12000;INTARIAN_PEPPER_ROOT;12005;9;;;;;12019;9;12022;25;;;12012.0;398.0
0;12100;INTARIAN_PEPPER_ROOT;12006;10;12003;20;;;12019;10;;;;;12012.5;406.0
0;12100;ASH_COATED_OSMIUM;9994;15;9992;23;;;10013;23;;;;;10003.5;56.5
0;12200;INTARIAN_PEPPER_ROOT;12003;17;;;;;12019;12;12022;17;;;12011.0;414.0
0;12200;ASH_COATED_OSMIUM;9994;12;9992;23;;;10013;23;;;;;10003.5;54.265625
0;12300;INTARIAN_PEPPER_ROOT;;;;;;;12019;9;12022;21;;;12019.0;422.0
0;12300;ASH_COATED_OSMIUM;9994;13;9992;24;;;10010;13;;;;;10002.0;51.734375
0;12400;INTARIAN_PEPPER_ROOT;12003;15;;;;;12019;8;12022;15;;;12011.0;430.0
0;12400;ASH_COATED_OSMIUM;9992;29;;;;;10011;13;;;;;10001.5;62.34375
0;12500;ASH_COATED_OSMIUM;9995;10;9992;22;;;10011;10;10013;22;;;10003.0;62.2265625
0;12500;INTARIAN_PEPPER_ROOT;12006;12;12003;23;;;12022;23;;;;;12014.0;438.0
0;12600;INTARIAN_PEPPER_ROOT;12003;23;;;;;12019;10;12022;23;;;12011.0;446.0
0;12600;ASH_COATED_OSMIUM;9995;15;;;;;10011;15;10013;26;;;10003.0;61.75
0;12700;ASH_COATED_OSMIUM;9992;27;;;;;10011;12;10013;27;;;10001.5;65.2734375
0;12700;INTARIAN_PEPPER_ROOT;12006;8;12003;21;;;12019;8;;;;;12012.5;454.0
0;12800;INTARIAN_PEPPER_ROOT;12003;22;;;;;;;;;;;12003.0;462.0
0;12800;ASH_COATED_OSMIUM;9994;13;;;;;10010;13;10013;28;;;10002.0;69.390625
0;12900;ASH_COATED_OSMIUM;9995;12;9992;21;;;10011;12;10013;21;;;10003.0;65.4140625
