timestamp;buyer;seller;symbol;currency;price;quantity
66100;;;INTARIAN_PEPPER_ROOT;XIRECS;12060.0;7
67600;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9994.0;5
68300;;;INTARIAN_PEPPER_ROOT;XIRECS;12062.0;6
68500;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;10002.0;6
68500;;;INTARIAN_PEPPER_ROOT;XIRECS;12078.0;7
69100;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;10002.0;5
69300;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10003.0;6
69400;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9994.0;8
70500;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9995.0;7
71000;;;INTARIAN_PEPPER_ROOT;XIRECS;12078.0;7
71100;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;10001.0;9
71600;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9999.0;2
72900;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;10002.0;3
73400;;;INTARIAN_PEPPER_ROOT;XIRECS;12077.0;7
73800;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;10002.0;5
76200;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;10000.0;7
77000;;;INTARIAN_PEPPER_ROOT;XIRECS;12084.0;3
78100;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10003.0;9
78200;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10003.0;9
79400;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;10000.0;10
79700;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10000.0;9
82300;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10000.0;2
82700;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10000.0;10
83600;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9999.0;7
84800;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9995.0;10
86900;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10002.0;8
87400;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9996.0;7
87800;;;INTARIAN_PEPPER_ROOT;XIRECS;12081.0;4
89300;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10003.0;4
90600;;;INTARIAN_PEPPER_ROOT;XIRECS;12097.0;5
91100;;;INTARIAN_PEPPER_ROOT;XIRECS;12094.0;6
91300;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10003.0;7
92400;;;INTARIAN_PEPPER_ROOT;XIRECS;12086.0;5
93300;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;10000.0;2
95200;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10001.0;4
96800;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10001.0;6
96900;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;10000.0;5
97300;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9999.0;3
97800;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;10002.0;10
99500;;;INTARIAN_PEPPER_ROOT;XIRECS;12093.0;3
